,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
5500,25,Private,277444,College,13,Married,Clerical/Sales,Husband,White,Male,0,0,50,US,<50K
5501,60,Private,63296,College,14,Separated,White-collar,Other-relative,Black,Male,0,0,40,US,<50K
5502,28,Private,96337,Some-college,10,Single,Clerical/Sales,Not-in-family,White,Female,0,0,40,US,<50K
5503,21,Private,221955,High-school,9,Single,Blue-collar,Unmarried,White,Male,0,0,40,Non-US,<50K
5504,40,Private,197923,College,13,Single,Clerical/Sales,Unmarried,Black,Female,2977,0,40,US,<50K
5505,29,Private,632593,High-school,9,Married,Blue-collar,Husband,Black,Male,0,0,40,US,<50K
5506,20,Private,205970,Some-college,10,Single,Blue-collar,Own-child,White,Female,0,0,25,US,<50K
5507,25,Private,139730,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,80,US,>50K
5508,18,Private,201901,High-school,7,Single,Clerical/Sales,Own-child,White,Female,0,0,10,US,<50K
5509,32,Govt,230224,Some-college,12,Married,Service/Manual,Husband,White,Male,0,0,35,US,<50K
5510,27,Private,113464,Lower-school,2,Single,Service/Manual,Own-child,Other,Male,0,0,35,Non-US,<50K
5511,48,Private,94461,High-school,9,Separated,Blue-collar,Not-in-family,White,Female,0,0,16,US,<50K
5512,20,Private,271379,Some-college,10,Single,Clerical/Sales,Own-child,White,Female,0,0,25,US,<50K
5513,55,Private,231738,High-school,9,Separated,Clerical/Sales,Not-in-family,White,Female,0,0,40,Non-US,<50K
5514,33,Govt,198183,College,13,Single,White-collar,Not-in-family,White,Female,0,0,50,US,>50K
5515,21,Govt,140764,Some-college,10,Single,Clerical/Sales,Own-child,White,Female,0,0,12,US,<50K
5516,43,Self_emp,183479,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,30,US,<50K
5517,35,Private,165767,Some-college,10,Married,Blue-collar,Husband,White,Male,0,0,40,US,<50K
5518,39,Govt,139364,College,13,Married,White-collar,Husband,White,Male,0,0,35,US,>50K
5519,19,Private,227491,High-school,9,Single,Clerical/Sales,Not-in-family,Asian-Pac-Islander,Female,0,0,40,US,<50K
5520,25,Private,222254,High-school,9,Single,Service/Manual,Not-in-family,Black,Female,0,0,40,US,<50K
5521,44,Private,193494,Some-college,10,Married,Blue-collar,Husband,White,Male,0,0,72,US,>50K
5522,27,Private,29261,Some-college,12,Single,Blue-collar,Unmarried,White,Male,0,0,40,US,<50K
5523,39,Private,174368,High-school,9,Married,Clerical/Sales,Wife,White,Female,0,0,40,US,>50K
5524,69,Private,108196,High-school,6,Single,Blue-collar,Other-relative,White,Male,0,0,40,US,<50K
5525,34,Private,110622,College,13,Single,White-collar,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Non-US,<50K
5526,20,null,201680,Some-college,10,Single,null,Own-child,White,Male,0,0,35,US,<50K
5527,37,Private,130277,Middle-school,3,Separated,Service/Manual,Unmarried,White,Female,0,0,40,US,<50K
5528,43,Govt,98130,College,13,Separated,White-collar,Own-child,White,Female,0,0,39,US,<50K
5529,62,null,235521,High-school,9,Married,null,Husband,White,Male,0,0,48,US,<50K
5530,34,Govt,595000,College,14,Married,White-collar,Wife,Black,Female,0,0,40,US,>50K
5531,31,Self_emp,349148,Some-college,10,Married,Blue-collar,Husband,White,Male,0,0,48,US,<50K
5532,42,Govt,117583,College,16,Separated,White-collar,Not-in-family,White,Female,8614,0,60,US,>50K
5533,26,Private,164583,High-school,9,Separated,Clerical/Sales,Unmarried,White,Female,0,0,30,US,<50K
5534,39,Private,340091,Some-college,10,Separated,Service/Manual,Unmarried,White,Female,0,0,75,US,<50K
5535,25,Private,49092,College,13,Single,Service/Manual,Own-child,White,Male,0,0,40,US,<50K
5536,54,Govt,186884,Some-college,10,Married,Blue-collar,Husband,Black,Male,0,0,30,US,<50K
5537,44,Govt,167265,College,14,Married,White-collar,Husband,White,Male,0,0,60,US,>50K
5538,34,Govt,34104,College,14,Married,White-collar,Husband,White,Male,7688,0,38,US,>50K
5539,21,Self_emp,265116,Some-college,10,Single,White-collar,Not-in-family,White,Male,0,0,40,US,<50K
5540,50,Private,128378,Middle-school,3,Married,Blue-collar,Husband,White,Male,0,0,55,Non-US,<50K
5541,33,Private,158416,High-school,9,Single,Blue-collar,Not-in-family,White,Male,0,0,40,US,<50K
5542,40,Self_emp,169878,Some-college,12,Married,White-collar,Wife,White,Female,0,0,40,US,>50K
5543,44,Private,296728,College,14,Married,White-collar,Husband,White,Male,0,0,40,US,>50K
5544,33,Govt,342458,Some-college,12,Separated,Blue-collar,Not-in-family,White,Male,0,0,56,US,<50K
5545,21,Govt,38771,Some-college,10,Single,Clerical/Sales,Own-child,White,Male,0,0,40,US,<50K
5546,35,Self_emp,269300,College,13,Single,Service/Manual,Not-in-family,Black,Female,0,0,60,US,<50K
5547,43,Private,111483,Some-college,10,Married,Clerical/Sales,Husband,White,Male,7298,0,40,US,>50K
5548,57,null,199114,High-school,6,Separated,null,Not-in-family,White,Male,0,0,30,US,<50K
5549,51,Govt,33863,College,14,Married,White-collar,Husband,White,Male,0,0,45,US,<50K
5550,29,Private,132874,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,40,US,<50K
5551,51,Govt,277024,High-school,9,Separated,Blue-collar,Not-in-family,Black,Male,0,0,40,US,<50K
5552,35,Private,112160,High-school,9,Married,Clerical/Sales,Husband,White,Male,0,0,40,US,<50K
5553,18,Private,703067,High-school,7,Single,Clerical/Sales,Own-child,White,Male,0,0,20,US,<50K
5554,58,Private,127264,High-school,6,Married,Blue-collar,Husband,White,Male,0,0,50,US,<50K
5555,57,Self_emp,257200,Some-college,10,Married,White-collar,Husband,White,Male,0,0,40,US,>50K
5556,19,Private,57206,High-school,9,Single,Clerical/Sales,Own-child,White,Female,0,0,20,US,<50K
5557,37,Private,201319,Some-college,10,Separated,Service/Manual,Unmarried,White,Female,0,0,40,US,<50K
5558,38,Private,114079,High-school,9,Married,Clerical/Sales,Husband,White,Male,0,0,44,US,<50K
5559,45,Private,230979,Some-college,10,Married,Clerical/Sales,Not-in-family,White,Female,0,0,40,US,<50K
5560,27,Private,292472,Some-college,10,Married,White-collar,Husband,Asian-Pac-Islander,Male,0,0,40,Non-US,>50K
5561,64,null,286732,Middle-school,4,Separated,null,Not-in-family,White,Female,0,0,40,US,<50K
5562,38,Govt,134444,Some-college,10,Married,Blue-collar,Husband,White,Male,0,0,72,US,<50K
5563,30,Private,172403,High-school,9,Separated,Blue-collar,Not-in-family,White,Male,0,0,30,US,<50K
5564,46,Private,191357,College,13,Married,White-collar,Husband,White,Male,0,0,40,US,<50K
5565,18,null,279288,High-school,6,Single,null,Other-relative,White,Female,0,0,30,US,<50K
5566,60,Private,389254,High-school,9,Married,Clerical/Sales,Husband,White,Male,0,0,40,US,>50K
5567,30,Private,303867,High-school,9,Separated,Blue-collar,Not-in-family,White,Male,0,0,44,US,<50K
5568,47,Private,164113,Some-college,10,Married,Blue-collar,Husband,Black,Male,7688,0,40,US,>50K
5569,39,Private,111499,College,13,Single,White-collar,Not-in-family,White,Female,0,0,40,US,<50K
5570,42,Private,266084,Some-college,10,Married,Blue-collar,Husband,White,Male,7298,0,45,US,>50K
5571,27,Private,61580,Some-college,10,Separated,Clerical/Sales,Other-relative,White,Female,0,0,40,US,<50K
5572,44,Private,231348,Some-college,10,Separated,Clerical/Sales,Not-in-family,White,Male,0,0,40,US,<50K
5573,33,Private,164748,College,13,Married,Blue-collar,Husband,White,Male,0,0,40,US,<50K
5574,54,Private,205337,College,13,Single,White-collar,Not-in-family,White,Male,0,0,50,US,>50K
5575,58,Self_emp,54566,Some-college,10,Married,Service/Manual,Husband,White,Male,0,0,35,US,<50K
5576,45,Private,34419,College,13,Single,Blue-collar,Not-in-family,White,Male,0,0,30,US,<50K
5577,59,Private,116442,Some-college,10,Married,Blue-collar,Husband,White,Male,0,0,50,US,<50K
5578,29,Private,290740,Some-college,12,Single,Service/Manual,Not-in-family,White,Female,0,0,50,US,<50K
5579,27,Private,255582,High-school,9,Single,Blue-collar,Not-in-family,White,Female,0,0,40,US,<50K
5580,44,Private,112517,College,14,Married,White-collar,Husband,White,Male,0,0,20,US,>50K
5581,44,Private,169397,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,40,US,>50K
5582,33,Private,172664,Some-college,10,Married,White-collar,Husband,White,Male,0,0,70,US,>50K
5583,27,Private,329005,High-school,9,Single,Blue-collar,Own-child,White,Male,0,0,40,US,<50K
5584,33,Private,123253,College,13,Married,White-collar,Husband,White,Male,0,0,55,US,>50K
5585,55,Private,81865,Some-college,11,Separated,Clerical/Sales,Unmarried,Black,Female,0,0,40,US,<50K
5586,32,Self_emp,173314,Some-college,11,Married,White-collar,Husband,Other,Male,0,0,60,US,<50K
5587,31,Private,34572,Some-college,11,Married,Blue-collar,Husband,White,Male,0,0,45,US,<50K
5588,57,Self_emp,159028,College,15,Married,White-collar,Husband,White,Male,99999,0,60,US,>50K
5589,30,Private,149184,College,13,Married,White-collar,Husband,White,Male,0,0,45,US,>50K
5590,78,null,363134,High-school,9,Separated,null,Not-in-family,White,Female,0,0,1,US,<50K
5591,28,Private,308709,College,13,Single,Clerical/Sales,Not-in-family,White,Female,0,0,48,US,<50K
5592,30,Self_emp,257295,Some-college,10,Single,Clerical/Sales,Other-relative,Asian-Pac-Islander,Male,0,2258,40,Non-US,<50K
5593,29,Private,168479,College,14,Married,White-collar,Husband,White,Male,0,0,40,US,>50K
5594,66,Private,142501,High-school,9,Single,Service/Manual,Other-relative,Black,Female,0,0,3,US,<50K
5595,60,Private,338345,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,45,US,>50K
5596,31,Private,177675,College,13,Married,White-collar,Husband,White,Male,0,0,40,US,<50K
5597,26,Private,262617,High-school,9,Single,Blue-collar,Other-relative,White,Male,2597,0,40,US,<50K
5598,24,Private,200997,High-school,9,Single,Blue-collar,Own-child,White,Male,0,0,45,US,<50K
5599,29,Private,176683,College,13,Single,Clerical/Sales,Not-in-family,White,Male,0,0,50,US,>50K
5600,44,Private,376072,High-school,9,Married,White-collar,Husband,White,Male,0,0,45,US,>50K
5601,34,Govt,177675,College,13,Married,White-collar,Husband,White,Male,0,0,55,US,>50K
5602,59,Private,348430,College,13,Married,White-collar,Husband,White,Male,0,1902,43,US,>50K
5603,23,Private,320451,College,13,Single,White-collar,Own-child,Asian-Pac-Islander,Male,0,0,24,US,<50K
5604,23,Private,38151,High-school,7,Single,Service/Manual,Other-relative,White,Male,0,0,40,Non-US,<50K
5605,55,Govt,123382,Some-college,11,Separated,White-collar,Unmarried,Black,Female,0,0,35,US,<50K
5606,39,Self_emp,151029,High-school,9,Married,White-collar,Husband,White,Male,0,0,40,US,>50K
5607,39,Private,484475,High-school,7,Single,Blue-collar,Not-in-family,Black,Male,0,0,40,US,<50K
5608,57,Private,329792,Middle-school,4,Separated,Blue-collar,Unmarried,White,Male,0,0,75,US,<50K
5609,35,Private,148903,High-school,9,Separated,Clerical/Sales,Unmarried,White,Female,0,0,40,US,<50K
5610,39,Govt,301614,Some-college,11,Married,Blue-collar,Husband,White,Male,0,0,48,US,>50K
5611,47,Private,176319,High-school,9,Married,Clerical/Sales,Own-child,White,Female,0,0,38,US,>50K
5612,53,Govt,53197,College,16,Married,Clerical/Sales,Husband,White,Male,0,0,50,US,>50K
5613,23,Private,291407,Some-college,10,Single,Clerical/Sales,Own-child,Black,Male,0,0,25,US,<50K
5614,35,Private,204527,College,14,Single,Blue-collar,Not-in-family,White,Male,0,0,50,US,>50K
5615,44,Private,476391,Some-college,10,Separated,Service/Manual,Not-in-family,White,Female,0,0,40,US,<50K
5616,28,Private,224964,High-school,9,Single,Service/Manual,Own-child,White,Female,0,0,25,US,<50K
5617,26,Private,306225,College,13,Single,White-collar,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Non-US,<50K
5618,23,Private,292023,High-school,9,Single,White-collar,Not-in-family,White,Male,0,0,45,US,<50K
5619,32,Private,94041,High-school,9,Married,Service/Manual,Husband,White,Male,0,0,25,Non-US,<50K
5620,49,Self_emp,187563,Some-college,10,Married,Blue-collar,Husband,White,Male,0,0,50,US,>50K
5621,36,Private,176101,Some-college,10,Single,Blue-collar,Own-child,White,Male,2174,0,60,US,<50K
5622,36,Private,749105,High-school,9,Separated,Service/Manual,Unmarried,White,Female,0,0,36,US,<50K
5623,41,null,230020,Middle-school,3,Married,null,Husband,Other,Male,0,0,40,US,<50K
5624,21,Private,216070,Some-college,12,Married,Clerical/Sales,Wife,Amer-Indian-Eskimo,Female,0,0,46,US,>50K
5625,54,Self_emp,105010,College,13,Married,White-collar,Husband,White,Male,0,0,40,US,>50K
5626,43,Private,198203,Some-college,10,Married,Service/Manual,Not-in-family,Black,Female,0,0,40,US,<50K
5627,35,Govt,215419,Some-college,10,Separated,Clerical/Sales,Unmarried,White,Female,0,0,40,US,<50K
5628,31,Private,120460,Some-college,10,Married,Service/Manual,Husband,White,Male,0,0,50,US,>50K
5629,46,Private,199316,Some-college,10,Married,Blue-collar,Other-relative,Asian-Pac-Islander,Male,0,0,40,Non-US,<50K
5630,46,Private,146919,High-school,9,Separated,Clerical/Sales,Not-in-family,White,Female,0,0,40,US,<50K
5631,56,Private,174744,High-school,9,Married,Service/Manual,Husband,White,Male,0,0,40,US,<50K
5632,45,null,189564,College,14,Married,null,Wife,White,Female,0,0,1,US,<50K
5633,21,Private,249957,High-school,9,Single,Clerical/Sales,Own-child,White,Male,0,0,40,US,<50K
5634,51,Private,146574,College,14,Married,White-collar,Husband,White,Male,0,0,50,US,>50K
5635,47,Govt,156417,Some-college,10,Separated,White-collar,Unmarried,White,Male,0,0,20,US,<50K
5636,42,Private,236110,Middle-school,3,Married,Blue-collar,Not-in-family,White,Male,0,0,40,Non-US,<50K
5637,19,Private,63363,Some-college,10,Single,Clerical/Sales,Own-child,White,Female,0,0,30,US,<50K
5638,25,Private,190107,College,13,Single,Blue-collar,Own-child,White,Male,0,0,40,US,<50K
5639,37,Private,126569,College,14,Married,White-collar,Husband,White,Male,0,0,60,US,>50K
5640,35,Private,176756,High-school,8,Married,Service/Manual,Husband,Black,Male,0,0,40,US,<50K
5641,40,Private,115161,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,30,US,<50K
5642,57,Self_emp,138892,High-school,7,Married,Clerical/Sales,Husband,White,Male,0,0,15,US,<50K
5643,38,Private,256864,High-school,9,Married,White-collar,Husband,White,Male,0,0,50,US,>50K
5644,48,Private,265083,High-school,6,Separated,Clerical/Sales,Not-in-family,White,Female,0,0,38,US,<50K
5645,34,Private,249948,Some-college,10,Separated,Service/Manual,Not-in-family,White,Female,0,0,34,US,<50K
5646,46,Govt,31141,Some-college,10,Separated,Blue-collar,Not-in-family,White,Male,0,0,40,US,<50K
5647,30,Private,164190,High-school,9,Single,Clerical/Sales,Not-in-family,White,Male,0,0,38,Non-US,<50K
5648,45,Govt,67544,College,14,Separated,Blue-collar,Not-in-family,White,Male,0,0,50,US,<50K
5649,32,Self_emp,174789,College,13,Married,White-collar,Husband,White,Male,0,0,50,US,>50K
5650,35,Private,199753,High-school,9,Single,Blue-collar,Own-child,White,Male,0,0,48,US,<50K
5651,62,Private,122246,Some-college,10,Single,Blue-collar,Not-in-family,White,Female,8614,0,39,US,>50K
5652,56,null,188166,High-school,9,Married,null,Husband,White,Male,0,0,40,US,<50K
5653,50,Private,96586,Some-college,11,Married,Service/Manual,Husband,White,Male,0,0,40,US,<50K
5654,25,Private,189590,College,13,Single,White-collar,Not-in-family,White,Male,0,0,40,US,<50K
5655,41,Private,140590,Some-college,10,Single,Clerical/Sales,Not-in-family,Black,Male,0,0,33,US,<50K
5656,35,Private,255702,High-school,9,Single,Service/Manual,Own-child,White,Female,0,0,27,US,<50K
5657,33,Private,260782,Some-college,10,Married,Blue-collar,Husband,White,Male,0,0,41,US,>50K
5658,38,Private,169926,Some-college,12,Married,White-collar,Wife,White,Female,0,1902,40,US,>50K
5659,37,Govt,151322,College,13,Single,White-collar,Not-in-family,White,Male,0,0,40,US,<50K
5660,56,Private,192869,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,40,US,>50K
5661,19,Private,93604,Middle-school,4,Single,Blue-collar,Own-child,White,Male,0,1602,32,US,<50K
5662,31,Private,86958,High-school,5,Married,White-collar,Wife,White,Female,0,0,40,US,<50K
5663,53,Govt,228723,High-school,9,Separated,Blue-collar,Not-in-family,Other,Male,0,0,40,Non-US,>50K
5664,33,Private,192644,High-school,9,Separated,Blue-collar,Unmarried,White,Male,0,0,35,Non-US,<50K
5665,72,Private,284080,Lower-school,2,Separated,Service/Manual,Not-in-family,Black,Male,0,0,40,US,<50K
5666,54,Private,43269,High-school,9,Married,Blue-collar,Husband,White,Male,0,0,50,US,>50K
5667,30,Private,190040,College,13,Single,Blue-collar,Not-in-family,White,Female,0,0,40,US,<50K
5668,51,Private,306108,College,16,Single,White-collar,Not-in-family,White,Male,0,0,40,US,>50K
5669,30,Private,220148,High-school,9,Married,Blue-collar,Husband,White,Male,0,1848,50,US,>50K
5670,30,Private,381645,College,13,Single,White-collar,Not-in-family,White,Male,0,0,50,US,<50K
5671,32,Private,216361,Some-college,10,Married,Blue-collar,Husband,Black,Male,0,0,16,US,<50K
5672,30,Private,213722,Some-college,10,Single,Clerical/Sales,Not-in-family,White,Male,0,0,50,US,>50K
5673,35,Private,112271,College,14,Married,Clerical/Sales,Husband,White,Male,0,0,40,US,<50K
5674,40,Private,208277,Some-college,10,Separated,Clerical/Sales,Own-child,White,Female,0,0,44,US,>50K
5675,38,Govt,352628,College,13,Separated,White-collar,Not-in-family,White,Female,0,0,40,US,<50K
5676,19,Private,129620,High-school,6,Single,Service/Manual,Other-relative,White,Female,0,0,30,US,<50K
5677,32,Private,249550,Some-college,10,Single,White-collar,Not-in-family,White,Male,0,0,44,US,<50K
5678,49,Private,178749,College,14,Married,Clerical/Sales,Unmarried,White,Female,0,0,40,US,<50K
5679,76,null,173542,College,13,Married,null,Husband,White,Male,0,0,10,US,<50K
5680,60,Private,167670,College,13,Married,White-collar,Husband,White,Male,0,0,35,US,<50K
5681,60,Private,81578,High-school,5,Married,Clerical/Sales,Husband,White,Male,0,0,40,US,<50K
5682,55,Private,160662,College,16,Married,White-collar,Husband,White,Male,0,0,80,US,>50K
5683,41,Private,163322,College,13,Separated,White-collar,Not-in-family,White,Female,0,0,30,Non-US,<50K
5684,24,Private,152189,High-school,9,Single,Blue-collar,Own-child,White,Male,0,0,40,US,<50K
5685,53,Private,106176,College,14,Married,Clerical/Sales,Husband,White,Male,7298,0,60,US,>50K
5686,69,Govt,159191,Some-college,10,Separated,Clerical/Sales,Not-in-family,White,Female,0,810,38,US,<50K
5687,71,null,250263,Some-college,10,Married,null,Husband,White,Male,3432,0,30,US,<50K
5688,41,Private,78410,High-school,9,Married,Clerical/Sales,Wife,White,Female,0,0,40,US,>50K
5689,32,Private,131379,High-school,9,Single,Service/Manual,Own-child,White,Female,0,0,40,US,<50K
5690,45,Private,166929,High-school,7,Married,Blue-collar,Husband,White,Male,0,0,40,US,<50K
5691,59,Private,380357,College,13,Separated,White-collar,Not-in-family,White,Male,0,0,40,US,<50K
5692,31,Private,79190,High-school,9,Single,Service/Manual,Own-child,White,Female,0,0,35,US,<50K
5693,40,Private,342164,High-school,9,Separated,Clerical/Sales,Unmarried,White,Female,0,0,37,US,<50K
5694,44,Private,182616,Some-college,11,Married,White-collar,Husband,White,Male,0,0,40,US,>50K
